CustomerID,VehicleType,Model,km,StartingStation,DestinationStation,City,Review
2554,Bike,party933,78.82,Kings Avenue Station,Okeechobee Station,Fort Worth,4
2554,Car,why108,20.44,Cobo Center,Bell Station,Irvine,5
2554,Car,you668,83.34,Fountain Square Station,UK Campus Station,Raleigh,0
2555,Bike,open947,56.39,Central Station,Downtown Station,Minneapolis,1
2555,Car,why108,58.95,Union Station,Embarcadero Station,Orlando,4
2556,Bicycle,budget626,24.97,Crown Center,Transit Center Station,San Jose,3
2556,Bike,open947,18,Meadow Woods,Downtown Transit Center,Raleigh,3
2557,Bike,nation734,72.1,Civic Center Station,Haymarket Station,Henderson,4
2557,Bike,provide514,23.92,Rosemont Station,Disneyland Resort,Washington DC,2
2557,Car,several464,72.02,Museum District,Lakeline Station,Bakersfield,3
2557,Car,treatment984,23.58,Tower District,Tulane Avenue,Denver,3
2558,Bike,method877,84.16,City Hall Station,Stockton Station,Tampa,3
2558,Car,star370,95.01,Montebello/19th Ave,Montano Station,Wichita,0
2559,Bicycle,across985,20.29,Sunset Road,Hemming Park,Phoenix,5
2559,Car,single245,60.69,Eastside Terminal,Rosa Parks Transit Center,San Antonio,4
2560,Bicycle,easy615,19.86,Duke University,Highland Avenue,Greensboro,1
2560,Car,several464,80.91,Glory Road Transit Center,Johns Hopkins Hospital Station,Tucson,2
2560,Car,spend345,4.43,Eagle River,Back Bay Station,Philadelphia,0
2561,Bike,lose268,11,Pioneer Square Station,Riverfront Transit Center,Orlando,1
2561,Bike,open947,89.35,Third Ward Station,French Camp Station,Tucson,2
2561,Bike,probably583,41,Lodi Station,Market East Station,Plano,3
2561,Car,treatment984,90.28,Brundage Station,Fountain Square Station,Bakersfield,0
2562,Bicycle,down542,47.68,West End Station,Amtrak Station,Boston,5
2562,Bike,industry781,29.16,Durham Station,Target Field Station,Memphis,5
2562,Car,theory659,28.69,El Paso Streetcar,Music City Central,Orlando,1
2563,Bike,industry317,98.72,Dimond Center,Ogilvie Transportation Center,Fresno,2
2563,Bike,probably583,68.94,Irvine Station,Haymarket Station,Albuquerque,2
2563,Car,receive117,38.19,Auraria West,Jeffrey Road Station,Raleigh,3
2563,Car,something123,6.35,Sahara Station,City College Station,Portland,0
2564,Bicycle,choose351,9.08,Rosa Parks Station,Aurora Metro Center,Corpus Christi,3
2564,Bicycle,down542,67.23,Liberty Street,Alamo Station,Louisville,0
2564,Bicycle,generation834,98.26,Fruitvale Station,Dobson Station,Lexington,5
2564,Bike,rate749,89.29,Staples Street Station,13th Street Station,Washington DC,3
2564,Car,research189,27.94,ARTIC Station,Crestview Station,Columbus,2
2565,Bicycle,ball282,32.29,Nicollet Mall Station,Sacramento Valley Station,Aurora,2
2565,Bicycle,control593,65.36,Milwaukee Intermodal Station,Newtown Road,Denver,2
2565,Bicycle,defense776,24.9,Third Ward Station,Sunport Station,Chicago,2
2565,Bike,main889,88.98,Brickell Station,Bell Station,Cincinnati,1
2565,Bike,population327,89.64,Anaheim Canyon,Downtown Wichita,Miami,1
2565,Bike,probably374,35.44,Bonneville Transit Center,Pikes Peak Station,Plano,0
2565,Car,visit155,45.97,Central Station,Los Ranchos/Journal Center,St. Louis,1
2566,Car,set719,12.97,Downtown Wichita,Gallery Place,San Jose,4
2566,Car,so711,54.87,Capital Boulevard,Sand Lake Road,Greensboro,1
2566,Car,various863,48.6,North Station,Johns Hopkins Hospital Station,Fresno,0
2568,Bike,method877,94.94,Michigan Avenue Station,Cary Station,Los Angeles,1
2569,Bike,land825,53.03,City Hall Station,Diridon Station,Charlotte,4
2569,Bike,laugh199,23.08,Duke University,Bell Station,Bakersfield,4
2569,Car,small592,28.98,Station Square,13th Street Station,Corpus Christi,2
2569,Car,standard800,64.86,Fayette Mall Station,Durham Station,Detroit,3
2569,Car,teach269,45.35,West 25th Street,12th Street Station,Sacramento,1
2569,Car,treatment984,78.75,Riverfront Transit Center,Jeffrey Road Station,San Francisco,3
2570,Car,something123,69.72,St. Rose of Lima Park,Cathedral Square,Irvine,4
2571,Bike,out797,75.72,Union Station,Florida Station,El Paso,5
2572,Bicycle,budget626,13.55,Fruitvale Station,Court House Station,Tampa,5
2572,Car,single245,1.06,Old Town Wichita,Tamien Station,Albuquerque,1
2572,Car,treatment984,54.9,Cobo Center,Downtown Transit Center,Cleveland,3
2573,Bike,himself386,11.89,Charlotte Gateway Station,Downtown Anaheim,Irvine,3
2573,Bike,medical150,55.8,Fayette Mall Station,Parker Road Station,Dallas,3
2573,Bike,open947,55.13,Steel Plaza Station,Pioneer Courthouse Square,Nashville,0
2573,Bike,peace913,11.84,Fulton Mall,City Hall Station,Tampa,5
2573,Car,world750,94.21,Crystal City Station,HART Downtown Station,San Jose,5
2574,Bicycle,boy521,33.06,Shrewsbury-Lansdowne I-44,Duke University,Plano,1
2574,Bicycle,budget626,1.45,Fruitvale Station,Culver Drive Station,Boston,5
2574,Bicycle,economic767,95.56,Kern Station,Union Station,Minneapolis,5
2574,Bike,half517,90.42,King Street Station,City Hall Station,Miami,4
2574,Car,several464,14.18,Ronstadt Transit Center,Preston Street Station,San Jose,4
2574,Car,teach624,68.43,Superior Station,Marion Transit Center,Albuquerque,5
2574,Car,total312,2.03,30th Street Station,Moore Square Station,Wichita,5
2575,Bicycle,already175,32.4,Target Field Station,Union Avenue Station,Philadelphia,3
2575,Bike,old687,20.27,Penn Station,Back Bay Station,San Jose,4
2575,Bike,peace145,65.9,North Station,Civic Center Station,Raleigh,4
2576,Car,size977,10.1,Union Station,Millard Station,Portland,4
2576,Car,star370,32.21,Millard Station,Hemming Park,Pittsburgh,1
2577,Bike,material103,40.75,Four Seasons Town Centre,Ayers Station,Bakersfield,1
2577,Bike,out797,63.16,West 25th Street,St. Rose of Lima Park,Memphis,3
2577,Car,such610,4.13,HART Downtown Station,Dobson Station,El Paso,4
2577,Car,though502,51.69,University of Arizona,Virginia Avenue Station,Miami,3
2578,Bicycle,eat356,58.12,Lake Merritt Station,Anthem Parkway,Honolulu,5
2578,Bike,operation269,8.13,Lake Merritt Station,Montano Station,Irvine,3
2579,Bicycle,develop248,25.62,GTA Depot,Rosa Parks Station,Boston,5
2579,Car,success670,64.36,Gallery Place,Highland Avenue,Portland,2
2579,Car,theory659,93.15,Transit Center Station,Wood Street Station,Miami,0
2580,Bike,land825,61.09,Benson Station,13th Street Station,Dallas,2
2580,Bike,method935,86.23,Main Street Square,Peoria Station,Jacksonville,4
2580,Bike,rate749,25.64,Tower District,Central Station,Dallas,0
2580,Car,research189,8.09,Pearl Station,Hollywood/NE 42nd Ave,Cincinnati,4
2580,Car,response351,19.74,Preston Street Station,Tulane Avenue,Atlanta,1
2581,Car,visit155,39.65,Jefferson/1st Ave,Gateway Center,Detroit,3
2582,Bicycle,choose351,55.79,Embarcadero Station,City Hall Station,Chicago,0
2582,Bike,nothing156,76.82,Pearl Station,Diridon Station,Atlanta,3
2582,Car,seat130,83.46,Broadway Station,Centro Ybor,San Antonio,4
2582,Car,thank397,63.92,Anchorage Depot,Union Passenger Terminal,Miami,5
2583,Bicycle,art789,34.9,Charlotte Gateway Station,Tamien Station,Anchorage,2
2583,Bike,group442,31.23,Jeffrey Road Station,Lexington Market,Philadelphia,3
2583,Bike,information808,56.81,Stockton Station,Kings Avenue Station,Raleigh,4
2583,Bike,property795,81.02,Benson Station,Downtown Plano,Memphis,2
2583,Car,some938,92.78,Peachtree Center,Anaheim Canyon,Oakland,2
2583,Car,something123,20.68,Alamo Station,Civic Center,Mesa,3
2583,Car,though502,67.31,Columbus Commons,Back Bay Station,Minneapolis,5
2584,Bicycle,citizen320,14.55,Nicollet Mall Station,Kern Station,Detroit,3
2585,Bicycle,art789,49.63,Penn Station,Fulton Mall,New York,2
2585,Bicycle,daughter253,21.82,GTA Depot,Encanto/Central Ave,Lexington,3
2585,Bike,important278,25.53,Times Square,13th Street Station,Orlando,2
2585,Bike,laugh199,43.06,Wood Street Station,Tulane Avenue,Kansas City,2
2585,Bike,operation269,86.38,Montgomery Street Station,Riverfront Transit Center,Plano,2
2585,Car,relate578,15.01,Downtown Transit Center,Fulton Street,San Francisco,2
2586,Bicycle,effect321,9.09,Embarcadero Station,Sahara Station,Albuquerque,2
2586,Bicycle,game882,18.86,Sunset Road,Victory Station,Omaha,2
2586,Bike,old687,96.82,Downtown Wichita,Hollywood/NE 42nd Ave,Seattle,2
2586,Car,spend345,17.52,Nicollet Mall Station,7th Street/Metro Center,Columbus,1
2586,Car,sport325,42.73,Staples Street Station,King Street Station,Cincinnati,3
2586,Car,war143,76.99,Central Station,Santa Fe Depot,Omaha,1
2587,Bike,industry781,34.5,Cincinnati Union Terminal,West Oakland Station,Fort Worth,2
2587,Car,so711,88.13,Midtown Station,Downtown Wichita,Nashville,5
2587,Car,under336,32.34,Whiting Street Station,Civic Center Station,Columbus,2
2588,Bicycle,eight904,50.12,Tamien Station,Ronstadt Transit Center,Durham,3
2588,Bike,local516,93.09,South Main Street,City College Station,New York,4
2588,Car,side812,85.19,Sunport Station,Auraria West,Corpus Christi,1
2588,Car,someone179,9.04,Encanto/Central Ave,Liberty Street,Oakland,2
2588,Car,under336,66.97,Santa Clara Station,Staples Street Station,Minneapolis,3
2589,Bike,management684,28.89,New Center,St. Charles Avenue,St. Louis,5
2589,Bike,peace145,93.32,Fayette Mall Station,West Oakland Station,Columbus,5
2590,Bicycle,art789,17.47,Intermodal Transportation Center,Sand Lake Road,Sacramento,4
2590,Bike,information808,5.05,Ballston Metro Station,Denver Avenue Station,Lexington,0
2590,Bike,might296,96.55,Kern Station,Culver Drive Station,Charlotte,4
2591,Bike,heart580,37.86,Jeffrey Road Station,Sunport Station,Louisville,5
2591,Bike,law117,66.67,Aurora Metro Center,19th Street Station,Mesa,3
2591,Bike,peace913,99.93,Fayette Mall Station,Milwaukee Intermodal Station,Dallas,5
2592,Car,you668,23.3,North Station,Texas & Pacific Station,Tucson,5
2594,Bicycle,eat356,58.86,Cobo Center,Bell Station,Las Vegas,4
2595,Bicycle,citizen320,93.21,Capital Boulevard,Grand Central,San Antonio,1
2595,Bicycle,eat356,51.63,Highland Station,Cary Station,Aurora,3
2595,Bike,off105,24.8,Steel Plaza Station,Downtown Station,Louisville,5
2595,Bike,play151,41.73,Lake Merritt Station,Lake Merritt Station,Irvine,2
2595,Car,where592,63.6,New Center,Lynx Central Station,Minneapolis,5
2596,Bicycle,eat356,42.78,Cary Station,Wood Street Station,San Antonio,1
2596,Bike,late274,25.48,Water Street,Peachtree Center,Tampa,0
2596,Bike,meeting760,19.77,Old Town Wichita,South Strip Transfer Terminal,Henderson,0
2597,Bicycle,art789,6.82,North Main Street,7th Street/Metro Center,Tucson,1
2597,Bicycle,easy615,66.5,Milwaukee Intermodal Station,Gateway Center,Chicago,5
2597,Bicycle,environment918,61.92,Aurora Metro Center,Cobo Center,Portland,0
2597,Bike,group459,73.44,Pikes Peak Station,Times Square,Aurora,1
2597,Bike,paper852,13.64,Civic Center Station,Southside Transit Center,Denver,2
2597,Car,something123,80.17,Suburban Station,Sunport Station,Raleigh,3
2597,Car,try871,57.67,Downtown Transit Center,Union Station,Wichita,4
2598,Bicycle,cell541,29.45,Evans Station,Ballston Metro Station,Houston,1
2598,Bike,out797,57.32,Riverfront Transit Center,Downtown Station,Milwaukee,0
2598,Bike,peace913,21.18,Crossroads Mall Station,Rosemont Station,Las Vegas,1
2599,Bicycle,both565,87.81,Country Club Station,Whiting Street Station,Portland,1
2599,Bicycle,develop248,41.63,Downtown Station,Cobo Center,San Jose,2
2599,Bicycle,discuss378,14.34,Southpoint Mall,Superior Station,Raleigh,3
2599,Bike,property795,13.13,Texas & Pacific Station,Union Station,Dallas,1
2599,Bike,realize232,72.73,Rosemont Station,VIA Metro Center,Tucson,2
2599,Car,treatment984,22.46,West Oakland Station,Texas & Pacific Station,Minneapolis,5
2599,Car,until491,12.09,Country Club Station,Old Town Wichita,Minneapolis,5
2600,Bicycle,everybody737,13.96,Parker Road Station,Milwaukee Intermodal Station,Orlando,2
2600,Bike,method935,74.74,Cincinnati Union Terminal,Milwaukee Intermodal Station,Durham,3
2600,Bike,middle530,28.72,Union Station,Durham Station,Indianapolis,5
2600,Car,try871,47.55,Donelson Station,Meadow Woods,Minneapolis,3
2600,Car,visit419,91.01,Alston Avenue,Anaheim Canyon,Aurora,2
2601,Bicycle,generation834,65.28,Alkali Flat/La Valentina,Goose Hollow,Kansas City,3
2601,Car,those754,83.03,Union Station,Government Center,Colorado Springs,2
2602,Car,state345,73.97,Pioneer Courthouse Square,Riverfront Station,Anaheim,0
2602,Car,until703,6.63,Hamburg Pavilion,Grand Central,Austin,2
2603,Bicycle,environment918,40.45,Riverplace Station,Alma School Station,Charlotte,4
2603,Bike,industry808,74.88,Haymarket Station,Cathedral Square,Memphis,0
2603,Car,so711,79.36,Millennium Station,Aragona Village,Portland,5
2604,Bicycle,develop248,13.7,Duke University,Alvarado Transportation Center,San Antonio,0
2604,Bike,material103,3.61,ARTIC Station,Suburban Station,Washington DC,0
2604,Car,sell214,92.99,Station Square,Lexington Market,Greensboro,2
2604,Car,yard386,77.42,Embarcadero Station,Kings Avenue Station,Honolulu,3
2605,Bicycle,campaign681,25.28,Anthem Parkway,Tower District,Nashville,0
2605,Bicycle,form808,1.81,Riverfront Station,Cary Station,Fort Worth,1
2605,Bike,material103,53.53,Durham Station,West End Station,Orlando,0
2605,Bike,morning188,30.53,HART Downtown Station,12th Street Station,New Orleans,1
2606,Bicycle,generation834,39.92,Downtown Station,30th Street Station,Milwaukee,5
2606,Bike,important278,93.95,Alamo Station,Duke University,San Diego,3
2606,Car,until703,74.89,Union Station,Carondelet Street Station,Mesa,3
2607,Bike,particularly341,35.2,VIA Metro Center,Ballston Metro Station,Raleigh,1
2608,Bicycle,culture544,86.6,Back Bay Station,Hollywood/NE 42nd Ave,Tulsa,2
2608,Bicycle,everybody737,22.72,Military Highway,Union Station,Tulsa,1
2608,Bike,nice365,11.38,Civic Center Station,Amtrak Station,Jacksonville,4
2608,Car,success670,63.3,Lodi Station,Florida Station,Washington DC,1
2608,Car,teach269,26.99,Nicollet Mall Station,El Paso Streetcar,Fort Worth,0
2609,Bicycle,court168,65.27,Anchorage Depot,Gallery Place,Charlotte,2
2609,Bike,local516,38.14,City Hall Station,Embarcadero Station,Albuquerque,5
2610,Bicycle,eight904,51.06,HART Downtown Station,Charlotte Gateway Station,Greensboro,3
2610,Bike,management684,44.63,Glory Road Transit Center,Station Square,Memphis,5
2611,Bike,ground556,35.73,VIA Metro Center,Denver Avenue Station,Mesa,0
2611,Bike,method877,32.36,Millennium Station,Brickell Station,Atlanta,2
2611,Bike,might296,44.3,Metro Center,Liberty Street,San Antonio,4
2611,Car,spend345,96.71,Lakeline Station,Peoria Station,Aurora,3
2611,Car,writer502,30.75,Lexington Market,Marion Transit Center,Lexington,5
2612,Bike,message730,67.81,Cincinnati Union Terminal,Back Bay Station,Miami,2
2612,Car,response351,49.57,Pioneer Courthouse Square,Millennium Station,San Francisco,5
2613,Bicycle,game882,63.36,Pikes Peak Station,Guthrie Green Station,Sacramento,0
2613,Car,write753,57.29,Pershing Square,Charles Center Station,Minneapolis,5
2613,Car,yard386,49.75,Millard Station,Lynx Central Station,Bakersfield,2
2614,Bicycle,discuss378,24.66,Third Ward Station,Sycamore/Main Street,Phoenix,5
2614,Bike,interview220,21.95,Citadel Mall,Milwaukee Intermodal Station,Aurora,2
2615,Bicycle,daughter253,27.18,Florida Station,Alkali Flat/La Valentina,San Antonio,3
2615,Car,rock718,45.76,Hamburg Pavilion,Music City Central,Henderson,2
2615,Car,set719,74.73,North Main Street,Steel Plaza Station,Corpus Christi,5
2616,Bike,half517,30.99,Farragut North,VIA Metro Center,Philadelphia,4
2616,Bike,probably374,49.32,VIA Metro Center,Delmar Station,Orlando,1
2617,Bike,hot339,10.86,Pearl Station,New Center,Arlington,1
2617,Bike,material103,8.04,Sahara Station,Northland Transit Center,Jacksonville,0
2617,Bike,piece542,22.85,Lindbergh Center,Eastside Terminal,Minneapolis,3
2617,Bike,probably583,50.95,Downtown Anaheim,Peoria Station,Detroit,0
2617,Car,style264,98.42,Pioneer Courthouse Square,Nine Mile Station,Kansas City,4
2618,Car,relate578,72.73,Downtown Wichita,Marion Transit Center,Tulsa,2
2618,Car,small592,97.15,HART Downtown Station,Bell Station,Nashville,3
2619,Bicycle,east242,42.92,Alvarado Transportation Center,Carondelet Street Station,Jacksonville,4
2619,Bike,main531,34.46,Embarcadero Station,River Market,Fresno,5
2619,Bike,open947,47.8,Steel Plaza Station,Ayers Station,Atlanta,2
2620,Bicycle,already175,38.06,Brundage Station,Irvine Station,Philadelphia,3
2620,Bike,meet406,63.22,Meadow Woods,LaSalle Street,Greensboro,0
2620,Car,several464,27.67,Highland Station,30th Street Station,Chicago,2
2620,Car,those754,46.69,Cobo Center,Preston Street Station,Arlington,5
2621,Bicycle,bring400,7.69,Meadow Woods,Sunset Road,Fresno,3
2621,Bicycle,by498,81.5,Milwaukee Intermodal Station,Downtown Wichita,Jacksonville,2
2621,Bike,new216,69.42,Downtown Station,University Street Station,Memphis,4
2622,Bicycle,able668,85.24,LaSalle Street,Fulton Street,Plano,2
2622,Bicycle,because502,74.48,St. Charles Avenue,Five Points Station,Phoenix,1
2622,Bike,industry317,75.08,East 55th Street,Alston Avenue,Tucson,4
2622,Bike,industry781,12.23,Suburban Station,Lindbergh Center,Mesa,4
2623,Bicycle,discuss378,15.03,Columbus Commons,Newtown Road,Louisville,4
2623,Car,Republican575,84.51,Downtown Transit Center,Broadway Station,Sacramento,1
2624,Bike,information808,61.93,Suburban Station,Parker Road Station,Honolulu,2
2624,Car,set719,89.18,City College Station,Union Station,Houston,1
2624,Car,sometimes970,43.39,El Paso Streetcar,Kings Avenue Station,St. Louis,4
2624,Car,war143,87.42,Northland Transit Center,Cobo Center,Albuquerque,2
2625,Bicycle,discuss378,80.71,Station Square,Union Station,Minneapolis,2
2625,Bike,particularly341,20.68,Gateway Center,Fayette Mall Station,Atlanta,4
2625,Car,some938,38.13,Sunport Station,Union Station,Washington DC,5
